"","Year","Area","Street","Street.2"
"3055",2012,"Birmingham"," Berryfields̴Road,̴Walmley,̴Sutton̴Coldfield"," Berryfields Road, Walmley, Sutton Coldfield"
"3056",2012,"Birmingham","Birmingham̴Rd","Birmingham Rd"
"3057",2012,"Birmingham","Birmingham̴Road","Birmingham Road"
"3058",2012,"Birmingham","Birmingham̴Road","Birmingham Road"
"3059",2012,"Birmingham","Birmingham̴Road","Birmingham Road"
"3060",2012,"Birmingham"," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green"
"3061",2012,"Birmingham"," Birmingham̴Road,̴Wylde̴Green"," Birmingham Road, Wylde Green"
"3062",2012,"Birmingham","Boldmere̴Road","Boldmere Road"
"3063",2012,"Birmingham","Bottle̴of̴Sack","Bottle of Sack"
"3064",2012,"Birmingham"," Boundary̴Road,̴Erdington"," Boundary Road, Erdington"
"3065",2012,"Birmingham"," Brassington̴Avenue,̴Sutton̴Coldfield"," Brassington Avenue, Sutton Coldfield"
"3066",2012,"Birmingham","Broad̴St]#","Broad St]#"
"3067",2012,"Birmingham"," Capilano̴Road,̴Erdington"," Capilano Road, Erdington"
"3068",2012,"Birmingham","Car̴Park̴Lidl̴Pelham̴Rd̴aLUM̴rOCK","Car Park Lidl Pelham Rd aLUM rOCK"
"3069",2012,"Birmingham","CAR̴PARK̴OF̴OLD̴SPECKLED̴HEN̴PUBLIC̴HOUSE̴MERE̴GREEN","CAR PARK OF OLD SPECKLED HEN PUBLIC HOUSE MERE GREEN"
"3070",2012,"Birmingham"," Car̴Park̴Reddicap̴Tavern,̴Hollyfield̴Road,̴Falcon̴Lodge"," Car Park Reddicap Tavern, Hollyfield Road, Falcon Lodge"
"3071",2012,"Birmingham"," Car̴park,̴Kenilworth̴Court,̴Wheelwright̴Rd"," Car park, Kenilworth Court, Wheelwright Rd"
"3072",2012,"Birmingham","Chester̴Road","Chester Road"
"3073",2012,"Birmingham"," Chesterfield̴Grove,̴Pype̴Hayes"," Chesterfield Grove, Pype Hayes"
"3074",2012,"Birmingham","Chipstead̴Road","Chipstead Road"
"3075",2012,"Birmingham"," Church̴Road,̴Erdington"," Church Road, Erdington"
"3076",2012,"Birmingham"," Coton̴Lane,̴Erdington,̴B'ham"," Coton Lane, Erdington, B'ham"
"3077",2012,"Birmingham","Cottishall̴Walk","Cottishall Walk"
"3078",2012,"Birmingham","Court̴Lane","Court Lane"
"3079",2012,"Birmingham","COurt̴Lane","COurt Lane"
"3080",2012,"Birmingham","DUKE̴STREET","DUKE STREET"
"3081",2012,"Birmingham"," Ebrook̴Road,̴Sutton̴Coldfield"," Ebrook Road, Sutton Coldfield"
"3082",2012,"Birmingham","Emscote̴Road","Emscote Road"
"3083",2012,"Birmingham","Erdington̴High̴Street","Erdington High Street"
"3084",2012,"Birmingham","Erdington̴High̴Street","Erdington High Street"
"3085",2012,"Birmingham","Erdington̴High̴Street","Erdington High Street"
"3086",2012,"Birmingham","Firbeck̴Grove","Firbeck Grove"
"3087",2012,"Birmingham","FRANCES̴ROAD̴ERDINGTON","FRANCES ROAD ERDINGTON"
"3088",2012,"Birmingham","Front̴Odffice̴Sutton̴Coldfield","Front Odffice Sutton Coldfield"
"3089",2012,"Birmingham","Good̴Hope̴Hospital","Good Hope Hospital"
"3090",2012,"Birmingham"," Gracechuch̴Shopping̴Centre,̴Sutton̴Coldfield"," Gracechuch Shopping Centre, Sutton Coldfield"
"3091",2012,"Birmingham","Gravelly̴Hill","Gravelly Hill"
"3092",2012,"Birmingham"," Hairy̴Lemon,̴Erdington̴High̴Street."," Hairy Lemon, Erdington High Street."
"3093",2012,"Birmingham","HAIRY̴LEMON.̴Lower̴Parade","HAIRY LEMON. Lower Parade"
"3094",2012,"Birmingham","HAIRY̴LEMON.̴Lower̴Parade","HAIRY LEMON. Lower Parade"
"3095",2012,"Birmingham"," Hampton̴Road,̴Erdington,̴B'ham"," Hampton Road, Erdington, B'ham"
"3096",2012,"Birmingham","Hellbey̴Close","Hellbey Close"
"3097",2012,"Birmingham","high̴st̴.̴sutton̴coldfield","high st . sutton coldfield"
"3098",2012,"Birmingham","High̴St̴Erdington","High St Erdington"
"3099",2012,"Birmingham"," High̴Street,̴Erdington"," High Street, Erdington"
"3100",2012,"Birmingham"," High̴Street,̴Erdington"," High Street, Erdington"
"3101",2012,"Birmingham"," High̴Street,̴Erdington"," High Street, Erdington"
"3102",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3103",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3104",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3105",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3106",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3107",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3108",2012,"Birmingham"," HIGH̴STREET,̴ERDINGTON"," HIGH STREET, ERDINGTON"
"3109",2012,"Birmingham"," high̴street,̴erdington."," high street, erdington."
"3110",2012,"Birmingham"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
"3111",2012,"Birmingham"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
"3112",2012,"Birmingham"," High̴Street,̴West̴Bromwich"," High Street, West Bromwich"
"3113",2012,"Birmingham"," Inland̴Road,̴Erdington,̴B'ham"," Inland Road, Erdington, B'ham"
"3114",2012,"Birmingham"," Job̴Centre,̴Sutton̴New̴Road,̴Erdington"," Job Centre, Sutton New Road, Erdington"
"3115",2012,"Birmingham"," Johnson̴Road,̴Erdington,̴Birmingham"," Johnson Road, Erdington, Birmingham"
"3116",2012,"Birmingham"," Johnson̴Road,̴Erdington,̴Birmingham."," Johnson Road, Erdington, Birmingham."
"3117",2012,"Birmingham","Kings̴Rd","Kings Rd"
"3118",2012,"Birmingham"," KINGSBURY̴ROAD,̴CASTLE̴VALE"," KINGSBURY ROAD, CASTLE VALE"
"3119",2012,"Birmingham","Lichfield̴rd","Lichfield rd"
"3120",2012,"Birmingham","Lichfield̴Road","Lichfield Road"
"3121",2012,"Birmingham"," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield"
"3122",2012,"Birmingham"," Lichfield̴Road,̴Sutton̴Coldfield"," Lichfield Road, Sutton Coldfield"
"3123",2012,"Birmingham","Litten̴Tree̴PH̴Sutton̴Town̴Centre","Litten Tree PH Sutton Town Centre"
"3124",2012,"Birmingham","Lower̴Parade","Lower Parade"
"3125",2012,"Birmingham","LOWER̴PARADE","LOWER PARADE"
"3126",2012,"Birmingham","Lower̴parade","Lower parade"
"3127",2012,"Birmingham","LOWER̴PARADE","LOWER PARADE"
"3128",2012,"Birmingham","Lower̴Parade","Lower Parade"
"3129",2012,"Birmingham"," lower̴parade̴,̴sutton̴coldfield"," lower parade , sutton coldfield"
"3130",2012,"Birmingham","Lower̴Parade̴Sutton̴Coldfield","Lower Parade Sutton Coldfield"
"3131",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"3132",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"3133",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"3134",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"3135",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield"," Lower Parade, Sutton Coldfield"
"3136",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield,̴Birmingham"," Lower Parade, Sutton Coldfield, Birmingham"
"3137",2012,"Birmingham"," Lower̴Parade,̴Sutton̴Coldfield."," Lower Parade, Sutton Coldfield."
"3138",2012,"Birmingham"," Lower̴parade,̴Sutton̴town̴centre"," Lower parade, Sutton town centre"
"3139",2012,"Birmingham"," Madehurst̴Road,̴erdington"," Madehurst Road, erdington"
"3140",2012,"Birmingham"," MARROWFAT̴RAOD,̴HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH"
"3141",2012,"Birmingham"," Marsh̴hill̴,̴Erdington.̴(̴BN̴)"," Marsh hill , Erdington. ( BN )"
"3142",2012,"Birmingham"," Marsh̴lane,̴Erdington,̴B'ham"," Marsh lane, Erdington, B'ham"
"3143",2012,"Birmingham","MERE̴GREEN̴ISLAND̴LICHFIELD̴ROAD","MERE GREEN ISLAND LICHFIELD ROAD"
"3144",2012,"Birmingham","Mill̴Avenue","Mill Avenue"
"3145",2012,"Birmingham","Mill̴st̴@̴high̴street","Mill st @ high street"
"3146",2012,"Birmingham","New̴Street","New Street"
"3147",2012,"Birmingham","New̴Street̴Station","New Street Station"
"3148",2012,"Birmingham","Newdigate̴Road","Newdigate Road"
"3149",2012,"Birmingham","Newhall̴Carpark","Newhall Carpark"
"3150",2012,"Birmingham"," Newhall̴Walk,̴Sutton̴Coldfield"," Newhall Walk, Sutton Coldfield"
"3151",2012,"Birmingham"," Normanton̴Tower,̴Beechmount̴Drive,̴Erdington,̴Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham"
"3152",2012,"Birmingham","North̴Holt̴Road","North Holt Road"
"3153",2012,"Birmingham","NORTHOLT̴DRIVE","NORTHOLT DRIVE"
"3154",2012,"Birmingham","O/S̴H/A","O/S H/A"
"3155",2012,"Birmingham","O/s̴Hairy̴Lemon̴PH","O/s Hairy Lemon PH"
"3156",2012,"Birmingham"," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road"
"3157",2012,"Birmingham"," O/S̴Kings̴Arms̴PH,̴Coleshill̴Road"," O/S Kings Arms PH, Coleshill Road"
"3158",2012,"Birmingham","O/S̴LITTEN̴TREE","O/S LITTEN TREE"
"3159",2012,"Birmingham","O/S̴MOO̴MOOS̴south̴parade","O/S MOO MOOS south parade"
"3160",2012,"Birmingham"," O/s̴MooMoo̴Club,̴Sutton̴Town̴Centre"," O/s MooMoo Club, Sutton Town Centre"
"3161",2012,"Birmingham"," O/S̴MooMoos̴night̴club,̴South̴parade"," O/S MooMoos night club, South parade"
"3162",2012,"Birmingham"," O/S̴MooMoos,̴Lower̴parade,̴Sutton̴Town̴Centre"," O/S MooMoos, Lower parade, Sutton Town Centre"
"3163",2012,"Birmingham","O/S̴Station̴PH","O/S Station PH"
"3164",2012,"Birmingham"," O/S̴Temple̴Bar,̴S/C̴Town̴Centre"," O/S Temple Bar, S/C Town Centre"
"3165",2012,"Birmingham","Orphanage̴rd","Orphanage rd"
"3166",2012,"Birmingham"," Outside̴Bagot̴Arms,̴Chester̴Road,̴Pype̴Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes"
"3167",2012,"Birmingham"," OUTSIDE̴CITY̴VIEW,̴ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON"
"3168",2012,"Birmingham"," Outside̴HIRY̴LEMON,̴Sutton̴Town̴Crntr"," Outside HIRY LEMON, Sutton Town Crntr"
"3169",2012,"Birmingham","outside̴home̴address","outside home address"
"3170",2012,"Birmingham","outside̴home̴address","outside home address"
"3171",2012,"Birmingham","Outside̴Home̴Address","Outside Home Address"
"3172",2012,"Birmingham"," OUTSIDE̴LITTEN̴TREE,̴BIRMINGHAM̴ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD"
"3173",2012,"Birmingham"," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield"
"3174",2012,"Birmingham"," outside̴MooMoo's̴Bar,̴South̴Parade,̴Sutton̴Coldfield."," outside MooMoo's Bar, South Parade, Sutton Coldfield."
"3175",2012,"Birmingham"," OUTSIDE̴NEW̴STREET̴STATION,̴BIRMINGHAM̴CITY̴CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE"
"3176",2012,"Birmingham"," Outside̴Temple̴bar,̴Lower̴Parade,̴Sutton̴Coldfield"," Outside Temple bar, Lower Parade, Sutton Coldfield"
"3177",2012,"Birmingham"," Outside̴The̴Swan̴Public̴house,̴High̴Street,̴Erdington"," Outside The Swan Public house, High Street, Erdington"
"3178",2012,"Birmingham"," Outside̴the̴Temple̴Bar,̴Sutton̴Coldfield̴town̴centre."," Outside the Temple Bar, Sutton Coldfield town centre."
"3179",2012,"Birmingham","parade̴sutton","parade sutton"
"3180",2012,"Birmingham","parade̴Sutton̴coldfield","parade Sutton coldfield"
"3181",2012,"Birmingham","parade̴Sutton̴coldfield","parade Sutton coldfield"
"3182",2012,"Birmingham","Parade̴Sutton̴coldfield̴Town̴Centre","Parade Sutton coldfield Town Centre"
"3183",2012,"Birmingham"," parade,̴sutton̴coldfield"," parade, sutton coldfield"
"3184",2012,"Birmingham"," Rectory̴Road,̴Sutton̴Coldfield"," Rectory Road, Sutton Coldfield"
"3185",2012,"Birmingham","Reddicap̴Hill","Reddicap Hill"
"3186",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3187",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3188",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3189",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3190",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3191",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3192",2012,"Birmingham"," Redwing̴Grove,̴Erdington,̴B'ham"," Redwing Grove, Erdington, B'ham"
"3193",2012,"Birmingham","reservoir̴rd̴erdington","reservoir rd erdington"
"3194",2012,"Birmingham","reservoir̴rd̴erdington","reservoir rd erdington"
"3195",2012,"Birmingham","reservoir̴rd̴erdington","reservoir rd erdington"
"3196",2012,"Birmingham","reservoir̴rd̴erdington","reservoir rd erdington"
"3197",2012,"Birmingham","reservoir̴rd̴erdington","reservoir rd erdington"
"3198",2012,"Birmingham","RESERVOIR̴ROAD","RESERVOIR ROAD"
"3199",2012,"Birmingham"," Ridgeway,̴Erdington"," Ridgeway, Erdington"
"3200",2012,"Birmingham","SC̴Town̴Centre","SC Town Centre"
"3201",2012,"Birmingham","Short̴Heath̴Rd","Short Heath Rd"
"3202",2012,"Birmingham","Slade̴Road","Slade Road"
"3203",2012,"Birmingham","Slade̴Road","Slade Road"
"3204",2012,"Birmingham"," SOMERSET̴ROAD,̴ERDINGTON"," SOMERSET ROAD, ERDINGTON"
"3205",2012,"Birmingham","South̴Parade","South Parade"
"3206",2012,"Birmingham","South̴Parade","South Parade"
"3207",2012,"Birmingham","South̴Parade","South Parade"
"3208",2012,"Birmingham","South̴Parade","South Parade"
"3209",2012,"Birmingham","South̴Parade","South Parade"
"3210",2012,"Birmingham","South̴Parade","South Parade"
"3211",2012,"Birmingham","South̴parade̴�����̴Sutton̴Coldfield̴Town̴Centre","South parade ����� Sutton Coldfield Town Centre"
"3212",2012,"Birmingham","South̴parade̴O/s̴Moomoo","South parade O/s Moomoo"
"3213",2012,"Birmingham","South̴parade̴S/C̴Town̴Centre","South parade S/C Town Centre"
"3214",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"3215",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"3216",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"3217",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"3218",2012,"Birmingham"," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3219",2012,"Birmingham"," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3220",2012,"Birmingham"," SOUTH̴PARADE,̴SUTTON̴COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3221",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield"," South Parade, Sutton Coldfield"
"3222",2012,"Birmingham"," South̴Parade,̴Sutton̴Coldfield,̴Birmingham"," South Parade, Sutton Coldfield, Birmingham"
"3223",2012,"Birmingham"," South̴Parades,̴Sutton̴Coldfield"," South Parades, Sutton Coldfield"
"3224",2012,"Birmingham"," St̴Mary̴&̴St̴John̴Social̴Club,̴Gravelly̴Hill̴North"," St Mary & St John Social Club, Gravelly Hill North"
"3225",2012,"Birmingham","Sutton̴New̴Road","Sutton New Road"
"3226",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3227",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3228",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3229",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3230",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3231",2012,"Birmingham"," Sutton̴New̴Road,̴Erdington"," Sutton New Road, Erdington"
"3232",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3233",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3234",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3235",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3236",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3237",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3238",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3239",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3240",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3241",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3242",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3243",2012,"Birmingham","Sutton̴Town̴Centre","Sutton Town Centre"
"3244",2012,"Birmingham","Sutton̴Town̴Centre̴outside̴Moo̴Moo's","Sutton Town Centre outside Moo Moo's"
"3245",2012,"Birmingham"," Sycamore̴Road,̴Erdingon"," Sycamore Road, Erdingon"
"3246",2012,"Birmingham"," Tamworth̴Road,̴Sutton̴Coldfield"," Tamworth Road, Sutton Coldfield"
"3247",2012,"Birmingham"," tangmere̴Drive,̴castle̴vale"," tangmere Drive, castle vale"
"3248",2012,"Birmingham"," The̴Gardens,̴Erdington"," The Gardens, Erdington"
"3249",2012,"Birmingham"," The̴Green̴House,̴Four̴Oaks,̴Birmingham"," The Green House, Four Oaks, Birmingham"
"3250",2012,"Birmingham"," The̴Green̴House,̴Four̴Oaks,̴Sutton̴Coldfield"," The Green House, Four Oaks, Sutton Coldfield"
"3251",2012,"Birmingham","The̴Parade","The Parade"
"3252",2012,"Birmingham","The̴Parade","The Parade"
"3253",2012,"Birmingham","The̴Parade","The Parade"
"3254",2012,"Birmingham","The̴Parade̴S/C","The Parade S/C"
"3255",2012,"Birmingham","The̴Parade̴SuttonTown̴Centre","The Parade SuttonTown Centre"
"3256",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3257",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3258",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3259",2012,"Birmingham"," The̴parade,̴Sutton̴Coldfield"," The parade, Sutton Coldfield"
"3260",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3261",2012,"Birmingham"," The̴parade,̴Sutton̴Coldfield"," The parade, Sutton Coldfield"
"3262",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3263",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield"," The Parade, Sutton Coldfield"
"3264",2012,"Birmingham"," The̴Parade,̴Sutton̴Coldfield."," The Parade, Sutton Coldfield."
"3265",2012,"Birmingham","The̴Wylde̴Green̴Public̴House","The Wylde Green Public House"
"3266",2012,"Birmingham"," Turnhouse̴Road,̴Castle̴Vale"," Turnhouse Road, Castle Vale"
"3267",2012,"Birmingham","UNKNOWN","UNKNOWN"
"3268",2012,"Birmingham"," Victoria̴Road,̴Sutton̴Coldfield"," Victoria Road, Sutton Coldfield"
"3269",2012,"Birmingham","walmley̴ash̴rd","walmley ash rd"
"3270",2012,"Birmingham","Water̴Orton̴Lane","Water Orton Lane"
"3271",2012,"Birmingham"," William̴Hill,̴Wylde̴Green"," William Hill, Wylde Green"
"3272",2012,"Birmingham","WITTON̴LODGE̴ROAD","WITTON LODGE ROAD"
"3273",2012,"Birmingham"," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington"
"3274",2012,"Birmingham"," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington"
"3275",2012,"Birmingham"," Woodacre̴Road,̴Erdington"," Woodacre Road, Erdington"
"3276",2012,"Birmingham","Woodington̴Road","Woodington Road"
"3277",2012,"Birmingham"," Wootton̴Grove,̴Kingstanding,̴Birmingham"," Wootton Grove, Kingstanding, Birmingham"
"3278",2012,"Birmingham"," Yatesbury̴Avenue,̴Castle̴Vale"," Yatesbury Avenue, Castle Vale"
"3279",2012,"Birmingham","A38̴Northfield","A38 Northfield"
"3280",2012,"Birmingham","Abdon̴Ave","Abdon Ave"
"3281",2012,"Birmingham","Alcester̴Rd","Alcester Rd"
"3282",2012,"Birmingham","alcester̴road̴south","alcester road south"
"3283",2012,"Birmingham","aldersmead̴road","aldersmead road"
"3284",2012,"Birmingham","alwold̴road","alwold road"
"3285",2012,"Birmingham","belgrave̴middleway","belgrave middleway"
"3286",2012,"Birmingham","black̴horse̴public̴house̴carpark","black horse public house carpark"
"3287",2012,"Birmingham","boleyn̴road","boleyn road"
"3288",2012,"Birmingham","bomerfield̴road","bomerfield road"
"3289",2012,"Birmingham"," Bond̴st,̴City̴Centre"," Bond st, City Centre"
"3290",2012,"Birmingham","Bournville̴Lane","Bournville Lane"
"3291",2012,"Birmingham","Bournville̴Lane","Bournville Lane"
